1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;WHITE_GORILLA,GORILLA
1000;TUNDRA;GORILLA,TURTLE
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;WHITE_TIGER,TIGER
1000;TUNDRA;TIGER
1000;TUNDRA;OWL,TURTLE
1000;TUNDRA;OWL,TURTLE
1000;TUNDRA;OWL,TURTLE
1000;TUNDRA;OWL,TURTLE
1000;TUNDRA;OWL,TURTLE
1000;TUNDRA;LYNX,OWL
1000;TUNDRA;MONKEY,OWL
1000;TUNDRA;TURTLE,TIGER,OWL
1000;TUNDRA;TURTLE,TIGER,OWL
1050;JUNGLE;JACKALOPE,TURTLE,OWL
1050;JUNGLE;JACKALOPE,TURTLE,OWL
1050;JUNGLE;JACKALOPE,TURTLE,OWL
1050;JUNGLE;JACKALOPE,TURTLE,OWL
1050;JUNGLE;JACKALOPE,TURTLE,OWL
1050;JUNGLE;JACKALOPE,TURTLE,OWL
1050;JUNGLE;JACKALOPE,LYNX,LEOPARD
1050;JUNGLE;JACKALOPE,LYNX,LEOPARD
1050;JUNGLE;TURTLE,LYNX,LEOPARD
1050;JUNGLE;TURTLE,LYNX,LEOPARD
1050;JUNGLE;TURTLE,LYNX,LEOPARD
1050;JUNGLE;TURTLE,LYNX,LEOPARD
1050;JUNGLE;TURTLE,LYNX,LEOPARD
1050;JUNGLE;TURTLE,LYNX,LEOPARD
1050;JUNGLE;TURTLE,LYNX,LEOPARD
1050;JUNGLE;LYNX,MONKEY
1050;JUNGLE;LYNX,MONKEY
1050;JUNGLE;LYNX,MONKEY
1050;JUNGLE;LYNX,MONKEY
1050;JUNGLE;LYNX,MONKEY
1050;JUNGLE;LYNX,MONKEY
1050;JUNGLE;LYNX,MONKEY
1060;JUNGLE;OWL,LYNX,LEOPARD
1060;JUNGLE;OWL,LYNX,LEOPARD
1060;JUNGLE;OWL,LYNX,LEOPARD
1060;JUNGLE;OWL,LYNX,LEOPARD
1060;JUNGLE;OWL,LYNX,LEOPARD
1060;JUNGLE;OWL,LYNX,LEOPARD
1060;JUNGLE;MONKEY
1060;JUNGLE;MONKEY
1060;JUNGLE;MONKEY
1060;JUNGLE;MONKEY
1060;JUNGLE;MONKEY
1060;JUNGLE;GORILLA,LEOPARD
1060;JUNGLE;GORILLA,LEOPARD
1060;JUNGLE;GORILLA,OWL,LYNX
1060;JUNGLE;GORILLA,OWL,LYNX
